text,label,category,language,source
"Work from home job. 3 hours daily, salary Rs 25,000 per day. Join our Telegram group and complete simple tasks. Deposit Rs 2,000 to unlock tasks.",1,job_task,en,seed_template
"Your OTP for the transaction of Rs 49,999 is 771205. Do not share this OTP with anyone. - SBI",0,not_scam,en,seed_template
Power shutdown notice: supply will be off in your area on Sunday from 10 AM to 1 PM for maintenance work. Helpline 9876543221.,0,not_scam,en,seed_template
"Ghar baithe kaam karein, roz Rs 10,000 kamayein. Registration fee Rs 499 jama karein, HR se WhatsApp par baat karein 6303456789.",1,job_task,hinglish,seed_template
"Your insurance premium receipt for Rs 1,999 has been emailed to Priya. Policy 771205. No action is needed.",0,not_scam,en,seed_template
"Your train ticket PNR 445120 is confirmed. Coach S4, seat 42. Happy journey, Amit.",0,not_scam,en,seed_template
"Payment of Rs 1,999 done, screenshot attached. Please deliver the order, the amount will reflect in 3 hours.",1,fake_payment,en,seed_template
"We have received your Punjab National Bank credit card payment of Rs 5,000. Thank you.",0,not_scam,en,seed_template
"Join our VIP stock group. Our expert's tips gave members 3X returns in 30 days. Guaranteed profit. Only 20 seats left. Pay Rs 2,000 to join.",1,investment,en,seed_template
Class 12 results are out. Check them on the official board website using roll number 445120.,0,not_scam,en,seed_template
आपके खाते में 999 रुपये जमा हुए हैं। यह जानकारी केवल आपकी सूचना के लिए है।,0,not_scam,hi,seed_template
"Your mobile recharge of Rs 49,999 is successful. Validity 28 days. Enjoy unlimited calls.",0,not_scam,en,seed_template
"आपका 5,000 रुपये का भुगतान प्राप्त हुआ। यह कंप्यूटर से बनी रसीद है, किसी कार्रवाई की ज़रूरत नहीं।",0,not_scam,hi,seed_template
"Payment of Rs 2,000 received against your water bill. Receipt number 771205. No action needed.",0,not_scam,en,seed_template
"आपकी ट्रेन टिकट कन्फर्म हो गई है। पीएनआर 887312, कोच एस4। यात्रा शुभ हो, Amit।",0,not_scam,hi,seed_template
"Your UPI transaction of Rs 10,000 to Meena is successful. UPI reference 447120311902.",0,not_scam,en,seed_template
"Dear parent of Priya, the school will remain closed tomorrow due to heavy rain. Classes resume on Monday.",0,not_scam,en,seed_template
"Thank you for visiting our clinic, Vikram. Report 445120 is ready and can be collected from the reception.",0,not_scam,en,seed_template
"We have received your Axis Bank credit card payment of Rs 1,999. Thank you.",0,not_scam,en,seed_template
"Dear consumer, your electricity connection will be disconnected tonight at 6 PM today as your last bill was not updated. Call officer 9876543221 immediately.",1,electricity_bill,en,seed_template
"Sir, I sent Rs 5,000 to your number by mistake. Please return it to rahul.verma@okaxis. Screenshot attached.",1,fake_payment,en,seed_template
"Your mobile recharge of Rs 25,000 is successful. Validity 28 days. Enjoy unlimited calls.",0,not_scam,en,seed_template
"Your train ticket PNR 887312 is confirmed. Coach S4, seat 42. Happy journey, Priya.",0,not_scam,en,seed_template
आपका खाता आज बंद हो जाएगा। केवाईसी तुरंत अपडेट करें: http://sbi-rewards.xyz,1,kyc_account_block,hi,seed_template
"Congratulations! Your number has won Rs 25,00,000 in the KBC lucky draw. Call 9876543221 and pay Rs 999 processing fee to claim.",1,lottery_prize,en,seed_template
"Your OTP for the transaction of Rs 25,000 is 902344. Do not share this OTP with anyone. - Bank of Baroda",0,not_scam,en,seed_template
We have received your HDFC Bank credit card payment of Rs 499. Thank you.,0,not_scam,en,seed_template
Aapka ICICI Bank account band ho jayega. KYC turant update karein http://upi-cashback.vip par.,1,kyc_account_block,hinglish,seed_template
Your insurance premium receipt for Rs 499 has been emailed to Meena. Policy 902344. No action is needed.,0,not_scam,en,seed_template
आपका बिजली बिल बकाया है। आज रात कनेक्शन काट दिया जाएगा। तुरंत 9876543221 पर संपर्क करें।,1,electricity_bill,hi,seed_template
"Your payment of Rs 5,000 failed. To receive the refund, send a collect request approval and share the OTP 771205.",1,upi_cashback_collect,en,seed_template
"Ghar baithe kaam karein, roz Rs 10,000 kamayein. Registration fee Rs 499 jama karein, HR se WhatsApp par baat karein 9876543221.",1,job_task,hinglish,seed_template
"Thank you Meena. Your bill payment of Rs 10,000 through the official app was successful.",0,not_scam,en,seed_template
"आपके खाते में 10,000 रुपये जमा हुए हैं। यह जानकारी केवल आपकी सूचना के लिए है।",0,not_scam,hi,seed_template
"आपका बिजली बिल 5,000 रुपये का है, अंतिम तारीख 28 सितंबर। कृपया आधिकारिक ऐप से भुगतान करें।",0,not_scam,hi,seed_template
Aapka OTP 771205 hai. Kisi ke saath share na karein. - HDFC Bank,0,not_scam,hinglish,seed_template
"Your OTP for the transaction of Rs 1,999 is 771205. Do not share this OTP with anyone. - SBI",0,not_scam,en,seed_template
"Sir, I sent Rs 5,000 to your number by mistake. Please return it to winner2026@ybl. Screenshot attached.",1,fake_payment,en,seed_template
Bijli connection aaj raat 8:30 PM par kaat diya jayega. Turant officer 7012345689 ko call karein.,1,electricity_bill,hinglish,seed_template
"Dear user, your net banking will be deactivated tonight. Verify your details here http://loan-approve.site and share the OTP with our executive.",1,kyc_account_block,en,seed_template
"Your municipal tax payment of Rs 1,999 is successful. This is a computer generated receipt.",0,not_scam,en,seed_template
"Aapka Rs 10,000 ka bill payment mil gaya hai. Receipt number 445120. Dhanyavaad.",0,not_scam,hinglish,seed_template
"Rs 2,000 credited to your account XX9032 as salary for September 2026. Available balance Rs 62,410.",0,not_scam,en,seed_template
यह साइबर क्राइम ब्रांच है। आपके नाम से आए पार्सल में ड्रग्स मिली है। वीडियो कॉल पर बने रहें।,1,parcel_digital_arrest,hi,seed_template
"Aapko Rs 10,000 ka refund mila hai. Paisa lene ke liye UPI PIN daalein aur request accept karein.",1,upi_cashback_collect,hinglish,seed_template
"Instant loan approved! Rs 499 credited in 5 minutes, no documents needed. Download the app from http://bit.ly/3xKyc9 and share your OTP.",1,loan_app,en,seed_template
"Amazon courier: your package is held at customs. Pay Rs 5,000 clearance fee at http://upi-cashback.vip within 24 hours.",1,parcel_digital_arrest,en,seed_template
"Work from home job. 3 hours daily, salary Rs 2,000 per day. Join our Telegram group and complete simple tasks. Deposit Rs 49,999 to unlock tasks.",1,job_task,en,seed_template
"Rs 25,000 debited from A/c XX4412 on 12-09-26 to Amit. Not you? Call SBI customer care on the number printed on your card.",0,not_scam,en,seed_template
Your booking at Hotel Meera for 2 nights is confirmed under Priya. Booking id 887312. Check-in 2 PM on 30 September.,0,not_scam,en,seed_template
Bina document ke loan Rs 499 turant. Abhi apply karein http://bit.ly/3xKyc9 aur apna Aadhaar number bhejein.,1,loan_app,hinglish,seed_template
Your municipal tax payment of Rs 999 is successful. This is a computer generated receipt.,0,not_scam,en,seed_template
"Dear parent of Rahul, the school will remain closed tomorrow due to heavy rain. Classes resume on Monday.",0,not_scam,en,seed_template
Your gas cylinder booking is confirmed. Delivery within 4 days. Booking number 771205.,0,not_scam,en,seed_template
